event_id,state,district,slide_name,nh_sh_location,latitude,longitude,coord_valid,coord_issue,coord_collision,event_date,date_precision,history_raw,material_involved,movement_type,elevation,slope,aspect,curvature,terrain_ruggedness,dem_available,dem_issue,landslide
NEG_00024,,,,,25.665968446161003,94.59132314820432,True,,False,2024-06-07,day,,,,796.0,11.242936942145809,303.36636600105953,0.007345557810641803,5.5,True,,0
NEG_00025,,,,,27.561260437910438,88.38289435444123,True,,False,2016-07-07,day,,,,2478.0,35.979664253548705,12.563469398518365,0.012592384818243091,17.125,True,,0
NEG_00026,,,,,27.760857488908183,88.56129421901328,True,,False,2024-07-02,day,,,,3852.0,45.246985155025946,218.48019824834302,-0.00839492321216206,22.875,True,,0
NEG_00027,,,,,26.49379387291894,91.52273914405683,True,,False,2025-05-31,day,,,,58.0,1.994969777336083,324.4623222080256,-0.003148096204560773,1.25,True,,0
NEG_00028,,,,,26.025287298723747,91.10778250794526,True,,False,2010-05-11,day,,,,47.0,3.6043774998586677,135.0,0.0010493654015202576,1.5,True,,0
NEG_00029,,,,,25.636448303044688,94.3143044132933,True,,False,2022-05-14,day,,,,1897.0,19.828640993920384,88.06941255883301,-0.003148096204560773,8.5,True,,0
NEG_00030,,,,,25.907679686835518,94.24922258810142,True,,False,2024-07-02,day,,,,849.0,23.057118759966,267.2736890060937,-0.006296192409121546,10.375,True,,0
NEG_00031,,,,,25.59889292911812,94.69483903996556,True,,False,2023-09-27,day,,,,1187.0,36.86410527270452,297.6720782227587,-0.03148096204560773,18.25,True,,0
NEG_00032,,,,,26.80820596855874,91.63344081310946,True,,False,2024-08-25,day,,,,151.0,1.994969777336083,125.53767779197439,0.0062961924091215465,1.875,True,,0
NEG_00033,,,,,25.80375643025381,94.1864829950135,True,,False,2009-05-09,day,,,,1005.0,33.60382960263891,353.3513548167311,0.002098730803040515,15.625,True,,0
NEG_00034,,,,,25.807525555207167,94.8962013252846,True,,False,2024-06-01,day,,,,1413.0,18.71802560766583,345.4655449194599,-0.0010493654015202576,8.25,True,,0
NEG_00035,,,,,26.109943605617826,91.22785958897599,True,,False,2024-05-28,day,,,,49.0,1.6400699811412145,135.0,0.0,0.875,True,,0
NEG_00036,,,,,25.35252790323871,94.30472703072975,True,,False,2024-05-28,day,,,,1487.0,15.511608848712296,113.19859051364818,0.0052468270076012884,6.75,True,,0
NEG_00037,,,,,25.534098888658605,94.48482575746215,True,,False,2024-06-01,day,,,,1130.0,27.883494753064614,54.97205768733109,0.0010493654015202576,12.25,True,,0
NEG_00038,,,,,26.403809458883337,88.06477138384429,True,,False,2024-05-28,day,,,,62.0,2.1999042666061035,18.43494882292201,-0.0010493654015202576,1.0,True,,0
NEG_00039,,,,,25.246805750633836,94.69635880180448,True,,False,2010-07-20,day,,,,1973.0,20.00283841985971,295.70995378081125,-0.007345557810641803,8.75,True,,0
NEG_00040,,,,,26.147989176322834,88.9978787462948,True,,False,2024-05-28,day,,,,52.0,2.3187761415533013,306.86989764584405,0.0,1.0,True,,0
NEG_00041,,,,,26.976747348875943,88.4110123013775,True,,False,2024-09-24,day,,,,596.0,21.2759986799005,16.927513064147035,-0.00419746160608103,9.5,True,,0
NEG_00042,,,,,26.345028212262246,88.63438866451935,True,,False,2012-06-03,day,,,,71.0,2.703603315270673,210.96375653207352,0.0,1.25,True,,0
NEG_00043,,,,,26.530943176256947,91.4477686598966,True,,False,2010-09-10,day,,,,59.0,2.497180288475761,111.80140948635182,-0.002098730803040515,1.25,True,,0
NEG_00044,,,,,27.672183362835714,88.76169228744409,True,,False,2025-06-05,day,,,,3267.0,23.322086457098322,5.38931175997341,-0.0052468270076012884,10.125,True,,0
NEG_00045,,,,,26.72827974204203,88.36774640581169,True,,False,2024-09-28,day,,,,126.0,3.483490724780775,86.18592516570965,0.003148096204560773,1.5,True,,0
NEG_00046,,,,,26.633566802347218,91.53578462148701,True,,False,2024-09-28,day,,,,72.0,2.364645337583093,168.69006752597977,0.0,1.0,True,,0
