event_id,source,state,district,slide_name,nh_sh_location,latitude,longitude,coord_valid,coord_issue,coord_collision,event_date,date_precision,history_raw,material_involved,movement_type
GLC_8441,GLC,Nagaland,,"Suruhuto Town, Nagaland",,26.1498,94.6055,True,,False,2013-08-04,day,monsoon,,landslide
GLC_8510,GLC,Nagaland,,"Tuensang-Shamatore(Sampurre) rd, Nagaland",,26.148,94.8422,True,,False,2010-08-14,day,downpour,,landslide
GLC_8553,GLC,Meghalaya,,"Garo Hills, Tura",,25.5144,90.2167,True,,False,2011-08-16,day,downpour,,landslide
GLC_8647,GLC,Meghalaya,,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",,25.52,91.27,True,,False,2007-09-11,day,rain,,landslide
GLC_8666,GLC,Assam,,"Kharghuli Hills, Assam",,26.1964,91.7652,True,,False,2014-06-28,day,rain,,landslide
GLC_8725,GLC,Manipur,,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,,24.4265,94.1913,True,,False,2015-08-01,day,continuous_rain,,landslide
GLC_8772,GLC,Mizoram,,"Tuikual 'C', Aizawl, Mizoram",,23.72988966,92.71495623,True,,False,2010-09-13,day,downpour,,landslide
GLC_8775,GLC,Assam,,Guwahati,,26.1833,91.8,True,,False,2007-09-13,day,rain,,landslide
GLC_8781,GLC,Sikkim,,Hingdam village in South Sikkim,,27.1667,88.35,True,,False,2007-09-09,day,rain,,landslide
GLC_8814,GLC,Meghalaya,,Jorabat-Umiam route,,25.9702,91.8587,True,,False,2014-10-05,day,rain,,landslide
GLC_8876,GLC,Sikkim,,"Tathangchen, Gangtok, Sikkim ",,27.339,88.6065,True,,False,2012-06-14,day,downpour,,landslide
GLC_8906,GLC,Nagaland,,"Mao in Manipur, Phipema and Chunikhudima in Nagaland",,25.4993,94.1192,True,,False,2007-09-09,day,rain,,landslide
GLC_8945,GLC,Meghalaya,,Tura,,25.5212,90.232,True,,False,2007-07-27,day,rain,,rock_fall
GLC_8978,GLC,Manipur,,"Wayang, Khengjoi",,23.9278,94.0906,True,,False,2015-08-01,day,rain,,landslide
GLC_9015,GLC,Manipur,,Tamenglong,,24.9667,93.55,True,,False,2007-08-26,day,continuous_rain,,mudslide
GLC_9043,GLC,Assam,,"between Haflong and  Bagetar, Assam",,25.1775,93.0123,True,,False,2012-06-03,day,downpour,,landslide
GLC_9099,GLC,Assam,,"between Maibang and Daotohaja, Assam",,25.3056,93.1265,True,,False,2012-06-03,day,downpour,,landslide
GLC_9146,GLC,Manipur,,Ukhrul NH 201-Jessami road,,25.1941,94.4481,True,,False,2015-08-01,day,continuous_rain,,landslide
GLC_9162,GLC,Nagaland,,"Maram area in Senapati district, National Highway 39",,25.4196,94.1054,True,,False,2010-07-29,day,downpour,,landslide
GLC_9182,GLC,Nagaland,, Botsa  and Chiechama,,25.83,94.13,True,,False,2011-08-18,day,monsoon,,landslide
GLC_9194,GLC,Assam,,"Khongsang, Tamenglong, Manipur,",,24.9926,93.4946,True,,False,2013-05-12,day,rain,,mudslide
GLC_9201,GLC,Mizoram,,"Mizoram, India",,23.4495,92.8112,True,,False,2015-08-28,day,downpour,,landslide
GLC_9217,GLC,Manipur,,Heibok Hills,,24.7992,93.948,True,,False,2011-07-22,day,downpour,,landslide
GLC_9226,GLC,Assam,,"Nilachal Hill, Guwahati, Assam",,26.1665,91.7049,True,,False,2013-10-06,day,downpour,,landslide
GLC_9250,GLC,Nagaland,,"Fazl Ali College, Mokokchung, Nagaland",,26.3335,94.5512,True,,False,2010-06-15,day,downpour,,landslide
GLC_9255,GLC,Manipur,,Imphal-Ukhrul road,,24.954,94.2156,True,,False,2015-08-01,day,continuous_rain,,landslide
GLC_9297,GLC,Assam,,"Haflong, Assam",,25.1796,93.0083,True,,False,2010-10-09,day,downpour,,mudslide
GLC_9302,GLC,Nagaland,,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",,25.4379,94.1162,True,,False,2007-10-19,day,rain,,landslide
GLC_9316,GLC,Nagaland,,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",,25.7055,94.0132,True,,False,2007-10-16,day,rain,,landslide
GLC_9324,GLC,Arunachal Pradesh,,"Hoj-Potin Highway, Arunachal Pradesh, India",,27.3034,93.804,True,,False,2016-07-16,day,downpour,,mudslide
GLC_9327,GLC,Arunachal Pradesh,,"Mosing village, Upper Siang district, Arunachal Pradesh",,28.3092,95.4149,True,,False,2010-10-03,day,downpour,,landslide
GLC_9337,GLC,Nagaland,,Kiphire-Seyochung road near Yangzitong village,,25.9466,94.6279,True,,False,2014-09-08,day,unknown,,mudslide
GLC_9384,GLC,Assam,,"rails between Mahur and Wadringdisa(?), Assam",,25.2269,93.1658,True,,False,2010-06-15,day,downpour,,landslide
GLC_9416,GLC,Nagaland,,"Mon, Nagaland",,26.7225,95.0281,True,,False,2010-07-06,day,monsoon,,mudslide
GLC_9420,GLC,Manipur,,Chandel,,24.3481,94.1146,True,,False,2015-08-01,day,unknown,,landslide
GLC_9457,GLC,Assam,,Kailashpur hill,,26.1468,91.6469,True,,False,2015-02-14,day,mining,,landslide
GLC_9468,GLC,Meghalaya,,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,,25.3612,92.2845,True,,False,2010-04-21,day,downpour,,landslide
GLC_9476,GLC,Assam,,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,24.6108,92.562,True,,False,2015-02-19,day,mining,,landslide
GLC_9477,GLC,Meghalaya,,National Highway 51,,25.7354,90.3852,True,,False,2014-09-21,day,continuous_rain,,landslide
GLC_9489,GLC,Meghalaya,,Meghalaya,,25.8143,90.5763,True,,False,2014-09-24,day,continuous_rain,,landslide
GLC_9490,GLC,Nagaland,,power lines 5 km from Kohima,,25.63961883,94.11112157,True,,False,2010-09-12,day,downpour,,landslide
GLC_9502,GLC,Assam,,"Ramchandi , Hailakandi District, Assam, India",,24.5308,92.5121,True,,False,2016-05-18,day,continuous_rain,,landslide
GLC_9509,GLC,Sikkim,,Legship,,27.2676,88.2891,True,,False,2016-10-12,day,continuous_rain,,landslide
GLC_9546,GLC,Mizoram,,three graveyards within Aizawl,,23.7269,92.7265,True,,False,2015-08-27,day,downpour,,landslide
GLC_9569,GLC,Manipur,,NH-2 between Senapati and Mao,,25.3908,94.0926,True,,False,2015-07-22,day,continuous_rain,,landslide
GLC_9585,GLC,Tripura,,"Purba Simna, Tripura",,24.0896,91.4663,True,,False,2013-05-08,day,rain,,landslide
GLC_9615,GLC,Assam,,"Noonmati, Guwahati, Assam, India",,26.1966,91.802,True,,False,2016-07-20,day,rain,,landslide
GLC_9649,GLC,Assam,,"between Mahur and Maigrandisa(?) or Lumding, Assam",,25.4749,93.1477,True,,False,2010-10-09,day,downpour,,landslide
GLC_9657,GLC,Assam,,Lalmati,,26.1097,91.7747,True,,False,2014-09-22,day,rain,,landslide
GLC_9680,GLC,Nagaland,,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",,26.2753,94.6654,True,,False,2010-08-17,day,downpour,,landslide
GLC_9708,GLC,Assam,,Pamohi,,26.1001,91.6849,True,,False,2014-09-22,day,rain,,landslide
GLC_9734,GLC,Arunachal Pradesh,,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",,28.235,94.9612,True,,False,2016-07-19,day,downpour,,landslide
GLC_9872,GLC,Assam,,Guwahati,,26.1699,91.7986,True,,False,2007-07-19,day,rain,,landslide
